customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS04942,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,93.9,3101.98,No
CUS04943,Female,0,Yes,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.47,93.22,No
CUS04944,Male,1,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.08,1512.95,No
CUS04945,Male,0,Yes,No,19,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.86,1567.44,No
CUS04946,Female,0,No,No,46,No,No phone service,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,115.31,5306.65,Yes
CUS04947,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Two year,Yes,Credit card (automatic),89.64,2963.28,No
CUS04948,Female,1,No,No,43,Yes,No,DSL,No,No,No,Two year,No,Mailed check,81.87,3518.6,No
CUS04949,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,No,Two year,No,Mailed check,108.85,546.3,No
CUS04950,Male,0,Yes,No,55,No,No phone service,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.09,4622.92,No
CUS04951,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,One year,Yes,Mailed check,111.21,3116.85,No
CUS04952,Female,0,Yes,No,52,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,67.28,3501.03,No
CUS04953,Male,1,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,89.86,,Yes
CUS04954,Female,0,No,Yes,58,Yes,Yes,DSL,No,No,No,Month-to-month,No,Credit card (automatic),81.18,4697.8,No
CUS04955,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,Two year,Yes,Electronic check,73.25,3438.75,No
CUS04956,Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.41,304.18,No
CUS04957,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),108.38,3364.2,No
CUS04958,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.0,2696.98,Yes
CUS04959,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,33.94,1907.36,No
CUS04960,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card (automatic),89.21,4467.97,Yes
CUS04961,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,72.66,1311.37,No
CUS04962,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,44.29,1145.86,No
CUS04963,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,105.03,6515.42,Yes
CUS04964,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.62,2747.89,No
CUS04965,Female,0,Yes,Yes,60,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24.38,1459.83,No
CUS04966,Female,0,No,Yes,60,No,No phone service,Fiber optic,No,No,No,One year,Yes,Electronic check,19.54,1174.66,Yes
CUS04967,Male,0,No,No,44,Yes,No,DSL,No,Yes,No,One year,Yes,Credit card (automatic),110.29,4854.9,No
CUS04968,Male,1,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,Two year,Yes,Mailed check,58.22,1166.68,No
CUS04969,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,39.35,1695.33,No
CUS04970,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.71,,No
CUS04971,Female,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.79,2864.73,Yes
CUS04972,Female,1,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,117.98,7207.19,Yes
CUS04973,Female,1,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,106.85,6409.05,No
CUS04974,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.11,2206.83,No
CUS04975,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,87.77,3504.73,No
CUS04976,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,56.72,1815.8,No
CUS04977,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),54.44,599.02,No
CUS04978,Male,0,No,No,1,No,No phone service,Fiber optic,Yes,No,Yes,One year,No,Electronic check,54.71,54.11,Yes
CUS04979,Female,1,No,Yes,20,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,81.93,1646.09,No
CUS04980,Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,71.8,936.69,No
CUS04981,Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.5,3080.41,No
CUS04982,Male,1,No,Yes,63,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),33.3,2108.27,Yes
CUS04983,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,60.54,1324.3,No
CUS04984,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.03,5096.89,No
CUS04985,Female,0,No,Yes,13,No,No phone service,Fiber optic,Yes,No,No,One year,Yes,Credit card (automatic),18.32,234.51,No
CUS04986,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.35,3617.6,No
CUS04987,Male,0,Yes,No,4,No,No phone service,DSL,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.57,389.46,No
CUS04988,Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Credit card (automatic),56.39,3663.29,No
CUS04989,Male,1,Yes,No,21,Yes,No,DSL,No,No,No,Month-to-month,No,Credit card (automatic),106.36,2238.81,Yes
CUS04990,Female,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),91.57,6319.33,No
CUS04991,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),78.6,85.91,No
CUS04992,Male,1,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,One year,No,Mailed check,37.83,1063.89,No
CUS04993,Female,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.01,5098.24,Yes
CUS04994,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,101.38,7101.88,No
CUS04995,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,90.99,1361.62,Yes
CUS04996,Male,0,No,No,63,Yes,Yes,DSL,No,Yes,No,Two year,Yes,Mailed check,75.49,4759.0,No
CUS04997,Female,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.46,1165.61,Yes
CUS04998,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,Yes,One year,Yes,Bank transfer (automatic),115.69,4856.39,Yes
CUS04999,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer (automatic),19.08,791.39,No
CUS05000,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.39,5830.3,No
CUS05001,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.3,5256.29,No
CUS05002,Male,0,No,No,30,Yes,Yes,DSL,Yes,Yes,Yes,One year,No,Credit card (automatic),81.89,2456.8,No
CUS05003,Male,0,Yes,No,39,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),45.31,1767.18,No
CUS05004,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,100.28,2612.15,No
CUS05005,Female,0,No,Yes,51,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,109.33,5586.76,Yes
CUS05006,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Electronic check,86.35,522.61,No
CUS05007,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,69.1,3111.34,No
CUS05008,Male,0,No,Yes,32,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,Mailed check,54.63,1749.59,No
CUS05009,Female,1,No,No,7,No,No phone service,Fiber optic,No,No,No,Two year,Yes,Bank transfer (automatic),51.01,358.89,No
CUS05010,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,One year,Yes,Bank transfer (automatic),90.32,356.26,No
CUS05011,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.71,4725.53,Yes
CUS05012,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Electronic check,33.69,2385.44,No
CUS05013,Female,0,No,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),32.11,1896.7,Yes
CUS05014,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),25.11,575.17,Yes
CUS05015,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,One year,No,Credit card (automatic),86.35,522.43,No
CUS05016,Male,0,No,Yes,60,No,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,49.44,2968.3,No
CUS05017,Male,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.02,698.95,No
CUS05018,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Mailed check,51.77,1340.97,No
CUS05019,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,101.21,2841.26,Yes
CUS05020,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Electronic check,42.77,812.2,No
CUS05021,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.35,5621.85,No
CUS05022,Male,1,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,One year,No,Mailed check,61.97,117.78,Yes
CUS05023,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.89,2768.56,Yes
CUS05024,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,Two year,No,Electronic check,77.58,3402.27,No
CUS05025,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,63.48,4256.94,No
CUS05026,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Electronic check,23.79,717.89,Yes
CUS05027,Male,1,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.77,2763.46,Yes
CUS05028,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Credit card (automatic),57.75,285.48,Yes
CUS05029,Female,1,No,No,7,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),37.99,263.99,No
CUS05030,Male,1,No,No,27,No,No phone service,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),107.65,2905.35,No
CUS05031,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,One year,No,Mailed check,91.61,1279.74,No
CUS05032,Male,0,No,Yes,7,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,No,Credit card (automatic),46.41,330.27,No
CUS05033,Female,0,No,No,53,Yes,Yes,DSL,Yes,No,No,One year,Yes,Credit card (automatic),71.9,3808.36,No
CUS05034,Female,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),114.31,562.07,Yes
CUS05035,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card (automatic),42.55,1190.13,Yes
CUS05036,Female,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,112.74,3717.86,No
CUS05037,Male,0,No,Yes,6,Yes,No,DSL,No,Yes,Yes,Two year,No,Bank transfer (automatic),86.34,511.5,No
CUS05038,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,Two year,No,Mailed check,72.08,2812.07,No
CUS05039,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,No,Bank transfer (automatic),116.32,1386.21,Yes
CUS05040,Male,0,No,No,61,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.37,3135.47,No
CUS05041,Female,1,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),45.82,2932.31,No
CUS05042,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,No,Electronic check,51.96,2075.58,No
CUS05043,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.09,3810.96,Yes
CUS05044,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,51.7,3353.18,Yes
CUS05045,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Credit card (automatic),28.28,287.21,Yes
CUS05046,Male,0,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),82.43,4037.57,No
CUS05047,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.3,2812.61,No
CUS05048,Female,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Electronic check,18.42,626.22,Yes
CUS05049,Female,1,No,No,19,Yes,No,DSL,Yes,Yes,Yes,One year,Yes,Credit card (automatic),37.92,719.11,No
CUS05050,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,Yes,One year,No,Electronic check,99.91,2704.63,No
CUS05051,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,Yes,No,One year,Yes,Bank transfer (automatic),112.02,4030.66,No
CUS05052,Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.2,173.3,No
CUS05053,Female,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,2843.81,No
CUS05054,Female,1,No,No,72,No,No phone service,DSL,No,No,No,One year,Yes,Bank transfer (automatic),61.65,4432.89,No
CUS05055,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),37.45,976.06,No
CUS05056,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,One year,Yes,Credit card (automatic),106.08,3294.57,No
CUS05057,Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,No,Bank transfer (automatic),84.56,3978.85,No
CUS05058,Male,0,No,No,45,Yes,No,DSL,Yes,No,No,Month-to-month,No,Electronic check,26.44,1191.37,Yes
CUS05059,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.69,2520.73,Yes
CUS05060,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Credit card (automatic),71.8,2801.05,No
CUS05061,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Mailed check,97.73,195.87,No
CUS05062,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,110.05,3074.04,No
CUS05063,Male,0,No,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,31.27,1783.45,No
CUS05064,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),101.46,4979.08,No
CUS05065,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer (automatic),24.58,213.04,Yes
CUS05066,Female,0,No,No,60,Yes,No,DSL,No,Yes,Yes,One year,Yes,Credit card (automatic),42.05,2516.44,No
CUS05067,Male,0,No,Yes,60,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),20.1,1204.36,No
CUS05068,Male,0,No,Yes,22,Yes,Yes,DSL,No,Yes,No,One year,Yes,Bank transfer (automatic),24.38,529.58,No
CUS05069,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.24,109.62,Yes
CUS05070,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card (automatic),32.6,1914.76,No
CUS05071,Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,Yes,Two year,No,Electronic check,105.65,2750.3,No
CUS05072,Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,46.38,2509.54,No
CUS05073,Male,0,No,Yes,30,No,No phone service,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.97,1982.38,No
CUS05074,Male,0,No,Yes,29,Yes,No,DSL,Yes,Yes,Yes,One year,No,Electronic check,66.71,1934.69,No
CUS05075,Male,1,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,117.53,7759.65,No
CUS05076,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,54.47,647.86,No
CUS05077,Female,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Electronic check,44.51,2582.88,No
CUS05078,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.32,6055.87,Yes
CUS05079,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.25,1549.45,No
CUS05080,Female,0,No,No,42,Yes,No,DSL,No,Yes,No,Two year,Yes,Electronic check,46.95,1975.45,No
CUS05081,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,46.75,463.45,No
CUS05082,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Two year,No,Credit card (automatic),26.64,1760.0,No
CUS05083,Male,1,Yes,Yes,37,No,No phone service,Fiber optic,No,No,No,One year,Yes,Mailed check,73.69,2728.5,Yes
CUS05084,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Two year,No,Bank transfer (automatic),90.37,2076.14,Yes
CUS05085,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),65.47,3273.61,No
CUS05086,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.44,6388.96,No
CUS05087,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,66.4,2985.72,Yes
CUS05088,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),52.64,2206.45,No
CUS05089,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),43.08,1121.22,No
CUS05090,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Electronic check,42.33,1234.99,No
CUS05091,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,Electronic check,49.65,3077.54,No
CUS05092,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),117.2,1053.04,No
CUS05093,Female,1,No,No,2,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.08,104.2,No
CUS05094,Female,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),70.46,4162.89,No
CUS05095,Female,1,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,One year,No,Bank transfer (automatic),45.47,1186.6,No
CUS05096,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,No,No,One year,No,Bank transfer (automatic),32.35,1422.67,No
CUS05097,Female,0,No,No,61,Yes,Yes,DSL,No,No,No,Month-to-month,No,Credit card (automatic),82.58,5033.44,No
CUS05098,Male,0,No,No,23,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,72.52,1663.98,No
CUS05099,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,24.78,1110.82,No
CUS05100,Male,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,106.28,4567.57,Yes
CUS05101,Male,0,No,No,62,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.77,4260.94,No
CUS05102,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.53,150.9,Yes
CUS05103,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,No,One year,No,Credit card (automatic),95.94,1444.68,Yes
CUS05104,Female,0,Yes,No,50,No,No phone service,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer (automatic),29.21,1468.43,No
CUS05105,Female,0,No,No,47,Yes,No,DSL,Yes,No,Yes,One year,Yes,Electronic check,65.38,3067.41,No
CUS05106,Male,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,72.88,4661.46,No
CUS05107,Male,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.51,6489.94,No
CUS05108,Female,0,No,Yes,44,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.02,2422.47,No
CUS05109,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,One year,Yes,Mailed check,103.5,205.3,Yes
CUS05110,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No,Two year,No,Electronic check,87.77,1399.17,No
CUS05111,Male,1,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,95.11,3432.22,Yes
CUS05112,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.91,462.08,No
CUS05113,Male,1,Yes,No,46,Yes,No,DSL,No,No,Yes,One year,No,Credit card (automatic),102.48,4709.18,No
CUS05114,Female,0,No,Yes,43,Yes,No,DSL,Yes,Yes,Yes,One year,Yes,Mailed check,52.68,2272.77,No
CUS05115,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),82.58,2636.83,Yes
CUS05116,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.86,2100.27,No
CUS05117,Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,70.51,4665.75,No
CUS05118,Male,1,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),86.28,5780.1,No
CUS05119,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card (automatic),35.23,1090.69,No
CUS05120,Female,0,Yes,No,23,Yes,No,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.59,2291.41,Yes
CUS05121,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,One year,No,Credit card (automatic),93.75,3198.63,Yes
CUS05122,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.89,1824.51,No
CUS05123,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,89.01,5872.44,No
CUS05124,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.69,5603.09,No
CUS05125,Female,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.22,860.11,No
CUS05126,Female,1,No,No,59,No,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,99.36,5860.1,No
CUS05127,Female,0,No,No,64,Yes,No,DSL,No,No,No,One year,Yes,Mailed check,113.3,7245.54,No
CUS05128,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,4982.92,Yes
CUS05129,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),79.52,4694.23,Yes
CUS05130,Female,0,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,110.65,6419.29,No
CUS05131,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,One year,No,Credit card (automatic),27.45,444.73,Yes
CUS05132,Male,0,No,No,20,Yes,No,DSL,Yes,Yes,Yes,One year,Yes,Mailed check,19.69,388.07,No
CUS05133,Female,0,No,No,66,No,No phone service,Fiber optic,Yes,Yes,Yes,One year,No,Mailed check,114.53,7557.82,No
CUS05134,Female,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.3,2343.29,No
CUS05135,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Mailed check,29.42,1267.9,No
CUS05136,Male,1,No,No,69,Yes,No,Fiber optic,No,No,No,Two year,No,Electronic check,52.0,3591.14,No
CUS05137,Female,0,No,No,61,Yes,No,DSL,No,No,Yes,Two year,No,Electronic check,92.88,5666.21,No
CUS05138,Male,1,No,No,41,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.04,3805.43,No
CUS05139,Female,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,Yes,One year,Yes,Credit card (automatic),35.0,730.91,No
CUS05140,Female,1,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,65.01,2409.94,No
CUS05141,Female,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),98.73,1280.78,No
CUS05142,Male,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.68,2866.15,No
CUS05143,Male,1,No,Yes,39,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,80.26,3131.6,Yes
